3715,2211,3939,2376
3656,1858,3942,2050
3660,2626,3938,2727
3424,2959,3897,3116
3104,2106,3274,2160
3103,2070,3275,2122
3049,2166,3273,2224
3050,2265,3328,2345
2935,1319,3220,1424
2273,2583,2607,2706
2040,1565,3118,1879
1994,1011,2942,1149
1552,2531,1664,2619
1551,1223,2053,1392
1551,2605,1665,2683
1496,2178,1831,2273
1050,1728,1223,1892
997,2145,1221,2211
942,2499,1220,2593
